Symbol,Company,ISIN,Ticker
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,NSE:LICHSGFIN
LICI,Life Insurance Corporation Of India,INE0J1Y01017,NSE:LICI
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,NSE:LIKHITHA
LINC,Linc Limited,INE802B01027,NSE:LINC
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,NSE:LINCOLN
LINDEINDIA,Linde India Limited,INE473A01011,NSE:LINDEINDIA
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NSE:LLOYDSENGG
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,NSE:LLOYDSENT
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,NSE:LLOYDSME
LMW,LMW Limited,INE269B01029,NSE:LMW
LODHA,Lodha Developers Limited,INE670K01029,NSE:LODHA
LOKESHMACH,Lokesh Machines Limited,INE397H01017,NSE:LOKESHMACH
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,NSE:LORDSCHLO
LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,NSE:LOTUSDEV
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,NSE:LOTUSEYE
LOVABLE,Lovable Lingerie Limited,INE597L01014,NSE:LOVABLE
LPDC,Landmark Property Development Company Limited,INE197J01017,NSE:LPDC
LT,Larsen & Toubro Limited,INE018A01030,NSE:LT
LTF,L&T Finance Limited,INE498L01015,NSE:LTF
LTFOODS,LT Foods Limited,INE818H01020,NSE:LTFOODS
LTM,LTIMindtree Limited,INE214T01019,NSE:LTM
LTTS,L&T Technology Services Limited,INE010V01017,NSE:LTTS
LUMAXIND,Lumax Industries Limited,INE162B01018,NSE:LUMAXIND
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,NSE:LUMAXTECH
LUPIN,Lupin Limited,INE326A01037,NSE:LUPIN
LUXIND,Lux Industries Limited,INE150G01020,NSE:LUXIND
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,NSE:LXCHEM
LYKALABS,Lyka Labs Limited,INE933A01014,NSE:LYKALABS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,INE142K01011,NSE:LYPSAGEMS
M&M,Mahindra & Mahindra Limited,INE101A01026,NSE:M&M
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,NSE:M&MFIN
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,NSE:MACPOWER
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,NSE:MADHAV
MADHUCON,Madhucon Projects Limited,INE378D01032,NSE:MADHUCON
MADRASFERT,Madras Fertilizers Limited,INE414A01015,NSE:MADRASFERT
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,NSE:MAGADSUGAR
MAGNUM,Magnum Ventures Limited,INE387I01016,NSE:MAGNUM
MAHABANK,Bank of Maharashtra,INE457A01014,NSE:MAHABANK
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,NSE:MAHAPEXLTD
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,NSE:MAHASTEEL
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,NSE:MAHEPC
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,NSE:MAHESHWARI
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,NSE:MAHLIFE
MAHLOG,Mahindra Logistics Limited,INE766P01016,NSE:MAHLOG
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,NSE:MAHSCOOTER
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,NSE:MAHSEAMLES
MAITHANALL,Maithan Alloys Limited,INE683C01011,NSE:MAITHANALL
MALLCOM,Mallcom (India) Limited,INE389C01015,NSE:MALLCOM
MALUPAPER,Malu Paper Mills Limited,INE383H01017,NSE:MALUPAPER
MAMATA,Mamata Machinery Limited,INE0TO701015,NSE:MAMATA
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,NSE:MANAKCOAT
MANAKSIA,Manaksia Limited,INE015D01022,NSE:MANAKSIA
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,NSE:MANAKSTEEL
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,NSE:MANALIPETC
MANAPPURAM,Manappuram Finance Limited,INE522D01027,NSE:MANAPPURAM
MANBA,Manba Finance Limited,INE939X01013,NSE:MANBA
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,NSE:MANCREDIT
MANGLMCEM,Mangalam Cement Limited,INE347A01017,NSE:MANGLMCEM
MANINDS,Man Industries (India) Limited,INE993A01026,NSE:MANINDS
MANINFRA,Man Infraconstruction Limited,INE949H01023,NSE:MANINFRA
MANKIND,Mankind Pharma Limited,INE634S01028,NSE:MANKIND
MANORAMA,Manorama Industries Limited,INE00VM01036,NSE:MANORAMA
MANORG,Mangalam Organics Limited,INE370D01013,NSE:MANORG
MANUGRAPH,Manugraph India Limited,INE867A01022,NSE:MANUGRAPH
MANYAVAR,Vedant Fashions Limited,INE825V01034,NSE:MANYAVAR
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,NSE:MAPMYINDIA
MARALOVER,Maral Overseas Limited,INE882A01013,NSE:MARALOVER
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,NSE:MARATHON
MARICO,Marico Limited,INE196A01026,NSE:MARICO
MARINE,Marine Electricals (India) Limited,INE01JE01028,NSE:MARINE
MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,NSE:MARKOLINES
MARKSANS,Marksans Pharma Limited,INE750C01026,NSE:MARKSANS
MARUTI,Maruti Suzuki India Limited,INE585B01010,NSE:MARUTI
MASFIN,MAS Financial Services Limited,INE348L01012,NSE:MASFIN
MASKINVEST,Mask Investments Limited,INE885F01015,NSE:MASKINVEST
MASTEK,Mastek Limited,INE759A01021,NSE:MASTEK
MASTERTR,Master Trust Limited,INE677D01037,NSE:MASTERTR
MATRIMONY,Matrimony.Com Limited,INE866R01028,NSE:MATRIMONY
MAWANASUG,Mawana Sugars Limited,INE636A01039,NSE:MAWANASUG
MAXESTATES,Max Estates Limited,INE03EI01018,NSE:MAXESTATES
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,NSE:MAXHEALTH
MAXIND,Max India Limited,INE0CG601016,NSE:MAXIND
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,NSE:MAYURUNIQ
MAZDA,Mazda Limited,INE885E01042,NSE:MAZDA
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,NSE:MAZDOCK
MBAPL,Madhya Bharat Agro Products Limited,INE900L01010,NSE:MBAPL
MBEL,M & B Engineering Limited,INE08N601015,NSE:MBEL
MBLINFRA,MBL Infrastructure Limited,INE912H01013,NSE:MBLINFRA
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,NSE:MCLEODRUSS
MCLOUD,Magellanic Cloud Limited,INE613C01026,NSE:MCLOUD
MCX,Multi Commodity Exchange of India Limited,INE745G01043,NSE:MCX
MEDANTA,Global Health Limited,INE474Q01031,NSE:MEDANTA
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,NSE:MEDIASSIST
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,NSE:MEDICAMEQ
MEDICO,Medico Remedies Limited,INE630Y01024,NSE:MEDICO
MEDPLUS,Medplus Health Services Limited,INE804L01022,NSE:MEDPLUS
MEESHO,Meesho Limited,INE0VDM01015,NSE:MEESHO
MEGASTAR,Megastar Foods Limited,INE00EM01016,NSE:MEGASTAR
MEIL,Mangal Electrical Industries Limited,INE0PKD01011,NSE:MEIL
MENONBE,Menon Bearings Limited,INE071D01033,NSE:MENONBE
METROBRAND,Metro Brands Limited,INE317I01021,NSE:METROBRAND
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,NSE:METROPOLIS
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,NSE:MFML
MFSL,Max Financial Services Limited,INE180A01020,NSE:MFSL
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,NSE:MGEL
MGL,Mahanagar Gas Limited,INE002S01010,NSE:MGL
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,NSE:MHLXMIRU
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,NSE:MHRIL
MICEL,MIC Electronics Limited,INE287C01037,NSE:MICEL
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,NSE:MIDHANI
MIDWESTLTD,Midwest Limited,INE0XAD01024,NSE:MIDWESTLTD
MINDACORP,Minda Corporation Limited,INE842C01021,NSE:MINDACORP
MINDTECK,Mindteck (India) Limited,INE110B01017,NSE:MINDTECK
MIRCELECTR,MIRC Electronics Limited,INE831A01028,NSE:MIRCELECTR
MIRZAINT,Mirza International Limited,INE771A01026,NSE:MIRZAINT
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,NSE:MITCON
MITTAL,Mittal Life Style Limited,INE997Y01027,NSE:MITTAL
MKPL,M K Proteins Limited,INE964W01021,NSE:MKPL
MMFL,MM Forgings Limited,INE227C01017,NSE:MMFL
MMP,MMP Industries Limited,INE511Y01018,NSE:MMP
MMTC,MMTC Limited,INE123F01029,NSE:MMTC
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,NSE:MOBIKWIK
MODINATUR,Modi Naturals Limited,INE537F01012,NSE:MODINATUR
MODIRUBBER,Modi Rubber Limited,INE832A01018,NSE:MODIRUBBER
MODIS,Modis Navnirman Limited,INE0L0L01012,NSE:MODIS
MODISONLTD,MODISON LIMITED,INE737D01021,NSE:MODISONLTD
MODTHREAD,Modern Threads (India) Limited,INE794W01014,NSE:MODTHREAD
MOHITIND,Mohit Industries Limited,INE954E01012,NSE:MOHITIND
MOIL,MOIL Limited,INE490G01020,NSE:MOIL
MOKSH,Moksh Ornaments Limited,INE514Y01020,NSE:MOKSH
MOL,Meghmani Organics Limited,INE0CT101020,NSE:MOL
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,NSE:MOLDTECH
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,NSE:MOLDTKPAC
MONARCH,Monarch Networth Capital Limited,INE903D01011,NSE:MONARCH
MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,NSE:MONEYBOXX
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,NSE:MONTECARLO
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,NSE:MOREPENLAB
MOSCHIP,Moschip Technologies Limited,INE935B01025,NSE:MOSCHIP
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,NSE:MOTHERSON
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,NSE:MOTILALOFS
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,NSE:MOTISONS
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,NSE:MOTOGENFIN
MPHASIS,MphasiS Limited,INE356A01018,NSE:MPHASIS
MPSLTD,MPS Limited,INE943D01017,NSE:MPSLTD
MRF,MRF Limited,INE883A01011,NSE:MRF
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,NSE:MRPL
MSPL,MSP Steel & Power Limited,INE752G01015,NSE:MSPL
MSTCLTD,Mstc Limited,INE255X01014,NSE:MSTCLTD
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,NSE:MSUMI
MTARTECH,Mtar Technologies Limited,INE864I01014,NSE:MTARTECH
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,NSE:MTNL
MUFIN,Mufin Green Finance Limited,INE08KJ01020,NSE:MUFIN
MUFTI,Credo Brands Marketing Limited,INE220Q01020,NSE:MUFTI
MUKANDLTD,Mukand Limited,INE304A01026,NSE:MUKANDLTD
MUKKA,Mukka Proteins Limited,INE0CG401037,NSE:MUKKA
MUKTAARTS,Mukta Arts Limited,INE374B01019,NSE:MUKTAARTS
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,NSE:MUNJALAU
MUNJALSHOW,Munjal Showa Limited,INE577A01027,NSE:MUNJALSHOW
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,NSE:MURUDCERA
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,NSE:MUTHOOTCAP
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,NSE:MUTHOOTFIN
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,NSE:MUTHOOTMF
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,NSE:MVGJL
MWL,Mangalam Worldwide Limited,INE0JYY01011,NSE:MWL
NACLIND,NACL Industries Limited,INE295D01020,NSE:NACLIND
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,NSE:NAGAFERT
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,NSE:NAGREEKCAP
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,NSE:NAGREEKEXP
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,NSE:NAHARCAP
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,NSE:NAHARINDUS
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,NSE:NAHARPOLY
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,NSE:NAHARSPING
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,NSE:NAM-INDIA
NARMADA,Narmada Agrobase Limited,INE117Z01011,NSE:NARMADA
NATCAPSUQ,Natural Capsules Limited,INE936B01015,NSE:NATCAPSUQ
NATCOPHARM,Natco Pharma Limited,INE987B01026,NSE:NATCOPHARM
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,NSE:NATHBIOGEN
NATIONALUM,National Aluminium Company Limited,INE139A01034,NSE:NATIONALUM
NAUKRI,Info Edge (India) Limited,INE663F01032,NSE:NAUKRI
NAVA,NAVA LIMITED,INE725A01030,NSE:NAVA
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,NSE:NAVINFLUOR
NAVKARCORP,Navkar Corporation Limited,INE278M01019,NSE:NAVKARCORP
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,NSE:NAVKARURB
NAVNETEDUL,Navneet Education Limited,INE060A01024,NSE:NAVNETEDUL
NAZARA,Nazara Technologies Limited,INE418L01047,NSE:NAZARA
NBCC,NBCC (India) Limited,INE095N01031,NSE:NBCC
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,NSE:NBIFIN
NCC,NCC Limited,INE868B01028,NSE:NCC
NCLIND,NCL Industries Limited,INE732C01016,NSE:NCLIND
NDGL,Naga Dhunseri Group Limited,INE756C01015,NSE:NDGL
NDL,Nandan Denim Limited,INE875G01048,NSE:NDL
NDLVENTURE,NDL Ventures Limited,INE353A01023,NSE:NDLVENTURE
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,NSE:NDRAUTO
NDTV,New Delhi Television Limited,INE155G01029,NSE:NDTV
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,NSE:NECCLTD
NECLIFE,Nectar Lifesciences Limited,INE023H01027,NSE:NECLIFE
NELCAST,Nelcast Limited,INE189I01024,NSE:NELCAST
NELCO,NELCO Limited,INE045B01015,NSE:NELCO
NEOGEN,Neogen Chemicals Limited,INE136S01016,NSE:NEOGEN
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,NSE:NEPHROPLUS
NESCO,Nesco Limited,INE317F01035,NSE:NESCO
NESTLEIND,Nestle India Limited,INE239A01024,NSE:NESTLEIND
NETWEB,Netweb Technologies India Limited,INE0NT901020,NSE:NETWEB
NETWORK18,Network18 Media & Investments Limited,INE870H01013,NSE:NETWORK18
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,NSE:NEULANDLAB
NEWGEN,Newgen Software Technologies Limited,INE619B01017,NSE:NEWGEN
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,NSE:NEXTMEDIA
NFL,National Fertilizers Limited,INE870D01012,NSE:NFL
NGIL,Nakoda Group of Industries Limited,INE236Y01012,NSE:NGIL
NGLFINE,NGL Fine-Chem Limited,INE887E01022,NSE:NGLFINE
NH,Narayana Hrudayalaya Ltd.,INE410P01011,NSE:NH
NHPC,NHPC Limited,INE848E01016,NSE:NHPC
NIACL,The New India Assurance Company Limited,INE470Y01017,NSE:NIACL
NIBE,NIBE Limited,INE149O01018,NSE:NIBE
NIBL,NRB Industrial Bearings Limited,INE047O01014,NSE:NIBL
NIITLTD,NIIT Limited,INE161A01038,NSE:NIITLTD
NIITMTS,NIIT Learning Systems Limited,INE342G01023,NSE:NIITMTS
NILAINFRA,Nila Infrastructures Limited,INE937C01029,NSE:NILAINFRA
NILASPACES,Nila Spaces Limited,INE00S901012,NSE:NILASPACES
NILKAMAL,Nilkamal Limited,INE310A01015,NSE:NILKAMAL
NINSYS,NINtec Systems Limited,INE395U01014,NSE:NINSYS
NIPPOBATRY,Indo-National Limited,INE567A01028,NSE:NIPPOBATRY
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,NSE:NIRAJ
NITCO,Nitco Limited,INE858F01012,NSE:NITCO
NITINSPIN,Nitin Spinners Limited,INE229H01012,NSE:NITINSPIN
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,NSE:NITIRAJ
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,NSE:NIVABUPA
NKIND,NK Industries Limited,INE542C01019,NSE:NKIND
NLCINDIA,NLC India Limited,INE589A01014,NSE:NLCINDIA
NMDC,NMDC Limited,INE584A01023,NSE:NMDC
NOCIL,NOCIL Limited,INE163A01018,NSE:NOCIL
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,NSE:NOIDATOLL
NORTHARC,Northern Arc Capital Limited,INE850M01015,NSE:NORTHARC
NOVAAGRI,Nova Agritech Limited,INE02H701025,NSE:NOVAAGRI
NPST,Network People Services Technologies Limited,INE0FFK01017,NSE:NPST
NRAIL,N R Agarwal Industries Limited,INE740D01017,NSE:NRAIL
NRBBEARING,NRB Bearing Limited,INE349A01021,NSE:NRBBEARING
NRL,Nupur Recyclers Limited,INE0JM501013,NSE:NRL
NSIL,Nalwa Sons Investments Limited,INE023A01030,NSE:NSIL
NSLNISP,NMDC Steel Limited,INE0NNS01018,NSE:NSLNISP
NTPC,NTPC Limited,INE733E01010,NSE:NTPC
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,NSE:NTPCGREEN
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,NSE:NUCLEUS
NURECA,Nureca Limited,INE0DSF01015,NSE:NURECA
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,NSE:NUVAMA
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,NSE:NUVOCO
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,NSE:NYKAA
OAL,Oriental Aromatics Limited,INE959C01023,NSE:OAL
OBCL,Orissa Bengal Carrier Limited,INE426Z01016,NSE:OBCL
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,NSE:OBEROIRLTY
OCCLLTD,OCCL Limited,INE0PK601023,NSE:OCCLLTD
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,NSE:ODIGMA
OFSS,Oracle Financial Services Software Limited,INE881D01027,NSE:OFSS
OIL,Oil India Limited,INE274J01014,NSE:OIL
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,NSE:OILCOUNTUB
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,NSE:OLAELEC
OLECTRA,Olectra Greentech Limited,INE260D01016,NSE:OLECTRA
OMAXAUTO,Omax Autos Limited,INE090B01011,NSE:OMAXAUTO
OMAXE,Omaxe Limited,INE800H01010,NSE:OMAXE
OMFREIGHT,Om Freight Forwarders Limited,INE1BZC01019,NSE:OMFREIGHT
OMINFRAL,OM INFRA LIMITED,INE239D01028,NSE:OMINFRAL
OMNI,Omnitech Engineering Limited,INE0UH301010,NSE:OMNI
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,NSE:ONELIFECAP
ONEPOINT,One Point One Solutions Limited,INE840Y01029,NSE:ONEPOINT
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,NSE:ONESOURCE
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,NSE:ONGC
ONMOBILE,OnMobile Global Limited,INE809I01019,NSE:ONMOBILE
ONWARDTEC,Onward Technologies Limited,INE229A01017,NSE:ONWARDTEC
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,NSE:OPTIEMUS
ORBTEXP,Orbit Exports Limited,INE231G01010,NSE:ORBTEXP
ORCHASP,Orchasp Limited,INE215B01022,NSE:ORCHASP
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,NSE:ORCHPHARMA
ORICONENT,Oricon Enterprises Limited,INE730A01022,NSE:ORICONENT
ORIENTALTL,Oriental Trimex Limited,INE998H01012,NSE:ORIENTALTL
ORIENTBELL,Orient Bell Limited,INE607D01018,NSE:ORIENTBELL
ORIENTCEM,Orient Cement Limited,INE876N01018,NSE:ORIENTCEM
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,NSE:ORIENTCER
ORIENTELEC,Orient Electric Limited,INE142Z01019,NSE:ORIENTELEC
ORIENTHOT,Oriental Hotels Limited,INE750A01020,NSE:ORIENTHOT
ORIENTLTD,Orient Press Limited,INE609C01024,NSE:ORIENTLTD
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,NSE:ORIENTPPR
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,NSE:ORIENTTECH
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,NSE:ORISSAMINE
ORKLAINDIA,Orkla India Limited,INE16NZ01023,NSE:ORKLAINDIA
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,NSE:OSIAHYPER
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,NSE:OSWALAGRO
OSWALGREEN,Oswal Greentech Limited,INE143A01010,NSE:OSWALGREEN
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,NSE:OSWALPUMPS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,NSE:OSWALSEEDS
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,NSE:PACEDIGITK
PAGEIND,Page Industries Limited,INE761H01022,NSE:PAGEIND
PAISALO,Paisalo Digital Limited,INE420C01059,NSE:PAISALO
PAKKA,PAKKA LIMITED,INE551D01018,NSE:PAKKA
PALASHSECU,Palash Securities Limited,INE471W01019,NSE:PALASHSECU
PALREDTEC,Palred Technologies Limited,INE218G01033,NSE:PALREDTEC
PANACEABIO,Panacea Biotec Limited,INE922B01023,NSE:PANACEABIO
PANAMAPET,Panama Petrochem Limited,INE305C01029,NSE:PANAMAPET
PANSARI,Pansari Developers Limited,INE697V01011,NSE:PANSARI
PAR,Par Drugs And Chemicals Limited,INE04LG01015,NSE:PAR
PARACABLES,Paramount Communications Limited,INE074B01023,NSE:PARACABLES
PARADEEP,Paradeep Phosphates Limited,INE088F01024,NSE:PARADEEP
PARAGMILK,Parag Milk Foods Limited,INE883N01014,NSE:PARAGMILK
PARAS,Paras Defence and Space Technologies Limited,INE045601023,NSE:PARAS
PARKHOSPS,Park Medi World Limited,INE119201023,NSE:PARKHOSPS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,NSE:PARKHOTELS
PARSVNATH,Parsvnath Developers Limited,INE561H01026,NSE:PARSVNATH
PASHUPATI,Pashupati Cotspin Limited,INE124Y01010,NSE:PASHUPATI
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,NSE:PASUPTAC
PATANJALI,Patanjali Foods Limited,INE619A01035,NSE:PATANJALI
PATELENG,Patel Engineering Limited,INE244B01030,NSE:PATELENG
PATELRMART,Patel Retail Limited,INE0R8B01010,NSE:PATELRMART
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,NSE:PATINTLOG
PAUSHAKLTD,Paushak Limited,INE111F01024,NSE:PAUSHAKLTD
PAVNAIND,Pavna Industries Limited,INE07S101038,NSE:PAVNAIND
PAYTM,One 97 Communications Limited,INE982J01020,NSE:PAYTM
PCBL,PCBL Chemical Limited,INE602A01031,NSE:PCBL
PCJEWELLER,PC Jeweller Limited,INE785M01021,NSE:PCJEWELLER
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,NSE:PDMJEPAPER
PDSL,PDS Limited,INE111Q01021,NSE:PDSL
PEARLPOLY,Pearl Polymers Limited,INE844A01013,NSE:PEARLPOLY
PENIND,Pennar Industries Limited,INE932A01024,NSE:PENIND
PENINLAND,Peninsula Land Limited,INE138A01028,NSE:PENINLAND
PERSISTENT,Persistent Systems Limited,INE262H01021,NSE:PERSISTENT
PETRONET,Petronet LNG Limited,INE347G01014,NSE:PETRONET
PFC,Power Finance Corporation Limited,INE134E01011,NSE:PFC
PFIZER,Pfizer Limited,INE182A01018,NSE:PFIZER
PFOCUS,Prime Focus Limited,INE367G01038,NSE:PFOCUS
PFS,PTC India Financial Services Limited,INE560K01014,NSE:PFS
PGEL,PG Electroplast Limited,INE457L01029,NSE:PGEL
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,NSE:PGHH
PGHL,Procter & Gamble Health Limited,INE199A01012,NSE:PGHL
PGIL,Pearl Global Industries Limited,INE940H01022,NSE:PGIL
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,NSE:PHOENIXLTD
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,NSE:PICCADIL
PIDILITIND,Pidilite Industries Limited,INE318A01026,NSE:PIDILITIND
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,NSE:PIGL
PIIND,PI Industries Limited,INE603J01030,NSE:PIIND
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,NSE:PILANIINVS
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,NSE:PILITA
PINELABS,Pine Labs Limited,INE15B701018,NSE:PINELABS
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,NSE:PIONEEREMB
PIRAMALFIN,Piramal Finance Limited,INE202B01038,NSE:PIRAMALFIN
PITTIENG,Pitti Engineering Limited,INE450D01021,NSE:PITTIENG
PIXTRANS,Pix Transmissions Limited,INE751B01018,NSE:PIXTRANS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,NSE:PKTEA
PLASTIBLEN,Plastiblends India Limited,INE083C01022,NSE:PLASTIBLEN
PLATIND,Platinum Industries Limited,INE0PT501018,NSE:PLATIND
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,NSE:PLAZACABLE
PNB,Punjab National Bank,INE160A01022,NSE:PNB
PNBGILTS,PNB Gilts Limited,INE859A01011,NSE:PNBGILTS
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,NSE:PNBHOUSING
PNC,Pritish Nandy Communications Limited,INE392B01011,NSE:PNC
PNCINFRA,PNC Infratech Limited,INE195J01029,NSE:PNCINFRA
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,NSE:PNGJL
PNGSREVA,PNGS Reva Diamond Jewellery Limited,INE1RDG01013,NSE:PNGSREVA
POCL,Pondy Oxides & Chemicals Limited,INE063E01053,NSE:POCL
PODDARMENT,Poddar Pigments Limited,INE371C01013,NSE:PODDARMENT
POKARNA,Pokarna Limited,INE637C01025,NSE:POKARNA
POLICYBZR,PB Fintech Limited,INE417T01026,NSE:POLICYBZR
POLYCAB,Polycab India Limited,INE455K01017,NSE:POLYCAB
POLYMED,Poly Medicure Limited,INE205C01021,NSE:POLYMED
POLYPLEX,Polyplex Corporation Limited,INE633B01018,NSE:POLYPLEX
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,NSE:PONNIERODE
